skills,target_role
"presentation,airflow,azure,database design,sql,python,hadoop,spark,etl,aws,data warehouse,problem solving",Data Engineer
"reporting,data visualization,data modeling,kpi analysis,business intelligence,dashboarding,tableau,excel,sql,power bi",BI Analyst
"etl,aws,airflow,sql,spark,azure,data warehouse,hadoop,python,critical thinking,database design",Data Engineer
"tableau,dashboarding,excel,business intelligence,kpi analysis,data modeling",BI Analyst
"kubernetes,docker,pytorch,api development,python,model deployment,mlops",Machine Learning Engineer
"data visualization,tableau,stakeholder management,requirements gathering,power bi,reporting",Business Analyst
"business intelligence,data visualization,reporting,tableau,sql,critical thinking,power bi,leadership,excel",BI Analyst
"data warehouse,python,azure,hadoop,airflow,aws,sql,spark,database design,critical thinking,etl",Data Engineer
"requirements gathering,tableau,critical thinking,excel,sql,power bi,reporting,data visualization,communication,stakeholder management",Business Analyst
"teamwork,communication,sql,requirements gathering,data visualization,reporting,power bi,excel,business analysis",Business Analyst
"data visualization,kpi analysis,tableau,business intelligence,dashboarding,leadership,excel,sql,data modeling,power bi,reporting",BI Analyst
"data warehouse,etl,dbt,analytics engineering,airflow,sql,data modeling,snowflake,bigquery",Analytics Engineer
"statistics,dashboarding,excel,teamwork,tableau,power bi,sql,reporting,data visualization,presentation",Data Analyst
"teamwork,kpi analysis,critical thinking,data modeling,power bi,sql,reporting,business intelligence",BI Analyst
"tableau,dashboarding,data visualization,data modeling,business intelligence,reporting,kpi analysis,power bi,sql",BI Analyst
"data visualization,tableau,power bi,data modeling,dashboarding,kpi analysis,time management,excel,critical thinking",BI Analyst
"time management,python,excel,tableau,pandas,dashboarding,power bi",Data Analyst
"sql,pandas,statistics,leadership,tableau,excel,power bi,dashboarding,python",Data Analyst
"model deployment,scikit-learn,feature engineering,data visualization,machine learning,numpy,statistics",Data Scientist
"docker,api development,mlops,deep learning,pytorch,tensorflow,model deployment,machine learning,kubernetes,python",Machine Learning Engineer
"spark,database design,sql,azure,airflow,leadership,etl",Data Engineer
"data warehouse,database design,aws,sql,etl,airflow,presentation",Data Engineer
"snowflake,teamwork,data warehouse,bigquery,etl,airflow,dbt",Analytics Engineer
"communication,requirements gathering,power bi,excel,data visualization,tableau",Business Analyst
"python,communication,statistics,feature engineering,pandas,data visualization,numpy,scikit-learn,model deployment,deep learning,leadership,machine learning",Data Scientist
"feature engineering,model deployment,deep learning,numpy,scikit-learn,machine learning,teamwork,communication,statistics,python,data visualization,pandas",Data Scientist
"api development,kubernetes,python,model deployment,docker,tensorflow,deep learning,machine learning",Machine Learning Engineer
"sql,data visualization,power bi,tableau,stakeholder management,communication,excel,requirements gathering,business analysis,reporting",Business Analyst
"bigquery,snowflake,analytics engineering,data warehouse,python,sql,etl,data modeling,dbt",Analytics Engineer
"dbt,etl,sql,snowflake,data warehouse,data modeling,airflow,bigquery,leadership,python,analytics engineering",Analytics Engineer
"python,model deployment,numpy,feature engineering,statistics,deep learning,communication,data visualization,scikit-learn",Data Scientist
"data visualization,pandas,feature engineering,numpy,time management,statistics,communication,python,scikit-learn,machine learning,deep learning",Data Scientist
"python,etl,communication,airflow,data modeling,dbt,snowflake,data warehouse,analytics engineering",Analytics Engineer
"statistics,data visualization,reporting,teamwork,communication,excel,sql,pandas,tableau,python,power bi,dashboarding",Data Analyst
"tableau,reporting,power bi,excel,sql,dashboarding,problem solving,business intelligence",BI Analyst
"statistics,presentation,scikit-learn,feature engineering,pandas,deep learning,data visualization,model deployment",Data Scientist
"etl,snowflake,airflow,bigquery,analytics engineering,data modeling,presentation,dbt",Analytics Engineer
"api development,python,mlops,model deployment,kubernetes,pytorch,docker,deep learning,machine learning",Machine Learning Engineer
"database design,spark,python,airflow,hadoop,aws",Data Engineer
"pandas,python,problem solving,tableau,leadership,power bi,statistics,excel,reporting,data visualization,dashboarding,sql",Data Analyst
"reporting,dashboarding,python,pandas,statistics,power bi",Data Analyst
"critical thinking,communication,requirements gathering,data visualization,tableau,stakeholder management,sql",Business Analyst
"tableau,business analysis,requirements gathering,sql,data visualization,presentation,excel,reporting,stakeholder management,power bi",Business Analyst
"communication,communication,tableau,teamwork,stakeholder management,requirements gathering,reporting,data visualization,power bi",Business Analyst
"snowflake,communication,airflow,leadership,sql,data warehouse,dbt,python,analytics engineering",Analytics Engineer
"tableau,python,data visualization,pandas,power bi,statistics,sql,reporting,dashboarding",Data Analyst
"sql,time management,azure,aws,problem solving,python,database design,data warehouse",Data Engineer
"reporting,data modeling,kpi analysis,data visualization,excel,dashboarding",BI Analyst
"communication,tableau,power bi,business analysis,sql,time management,data visualization",Business Analyst
"dashboarding,tableau,presentation,python,time management,sql,statistics,excel,power bi,pandas",Data Analyst
"pandas,model deployment,deep learning,scikit-learn,numpy,feature engineering,statistics",Data Scientist
"reporting,communication,excel,power bi,sql,tableau,stakeholder management,data visualization",Business Analyst
"python,docker,kubernetes,api development,tensorflow,pytorch,machine learning,mlops",Machine Learning Engineer
"aws,airflow,spark,etl,python,sql,database design,azure,hadoop,data warehouse",Data Engineer
"leadership,api development,python,mlops,machine learning,kubernetes,pytorch,communication,docker",Machine Learning Engineer
"problem solving,excel,sql,power bi,presentation,data visualization,communication,tableau,reporting,stakeholder management",Business Analyst
"data modeling,excel,kpi analysis,power bi,dashboarding,data visualization,tableau,sql,communication,business intelligence",BI Analyst
"etl,airflow,hadoop,database design,python,aws,sql,leadership,data warehouse",Data Engineer
"excel,problem solving,sql,teamwork,reporting,data modeling,data visualization,kpi analysis,power bi,business intelligence,dashboarding,tableau",BI Analyst
"python,dbt,etl,time management,snowflake,bigquery,data modeling,analytics engineering,sql,data warehouse",Analytics Engineer
"reporting,power bi,dashboarding,teamwork,excel,sql,statistics,tableau,leadership,python,data visualization",Data Analyst
"model deployment,deep learning,feature engineering,data visualization,statistics,scikit-learn,machine learning,numpy,python,pandas",Data Scientist
"deep learning,pytorch,api development,communication,machine learning,tensorflow,kubernetes,critical thinking,model deployment",Machine Learning Engineer
"bigquery,airflow,teamwork,analytics engineering,snowflake,sql,etl,data warehouse,data modeling,python",Analytics Engineer
"analytics engineering,time management,data warehouse,etl,dbt,bigquery,airflow,data modeling,sql,python",Analytics Engineer
"excel,pandas,dashboarding,power bi,statistics,tableau,data visualization",Data Analyst
"statistics,problem solving,data visualization,dashboarding,reporting,sql,tableau,pandas",Data Analyst
"power bi,business analysis,reporting,stakeholder management,sql,tableau,communication",Business Analyst
"data visualization,critical thinking,business analysis,sql,reporting,problem solving,communication,excel",Business Analyst
"python,api development,model deployment,kubernetes,machine learning,presentation,mlops,deep learning",Machine Learning Engineer
"tableau,data visualization,excel,power bi,pandas,statistics,python,sql,reporting",Data Analyst
"reporting,tableau,business intelligence,kpi analysis,sql,time management,leadership,dashboarding,power bi,data visualization,excel",BI Analyst
"data visualization,deep learning,statistics,pandas,machine learning,scikit-learn,model deployment,numpy,feature engineering,python",Data Scientist
"excel,statistics,data visualization,pandas,sql,tableau",Data Analyst
"machine learning,pandas,problem solving,data visualization,model deployment,teamwork,feature engineering,statistics,python,deep learning",Data Scientist
"statistics,python,leadership,reporting,dashboarding,communication,tableau,power bi,data visualization,sql,excel,pandas",Data Analyst
"tensorflow,mlops,pytorch,docker,kubernetes,machine learning",Machine Learning Engineer
"business intelligence,tableau,data modeling,sql,dashboarding,reporting,power bi",BI Analyst
"communication,dbt,python,data modeling,sql,bigquery,analytics engineering",Analytics Engineer
"dashboarding,communication,power bi,tableau,pandas,data visualization,excel,statistics,sql,teamwork",Data Analyst
"python,reporting,sql,pandas,power bi,presentation,tableau,statistics,time management",Data Analyst
"power bi,leadership,requirements gathering,business analysis,communication,data visualization,tableau,reporting,sql,communication,stakeholder management",Business Analyst
"machine learning,docker,tensorflow,kubernetes,model deployment,api development,deep learning,mlops,python,pytorch",Machine Learning Engineer
"leadership,python,api development,pytorch,machine learning,deep learning,mlops,presentation",Machine Learning Engineer
