skills,target_role
"Pandas, Scikit-learn, Computer Vision",Data Scientist
"Power BI, Agile, Stakeholder Management",Business Analyst
"Mathematics, Scikit-learn, Computer Vision, NLP, Python",Data Scientist
"Mathematics, R, Python, TensorFlow",Data Scientist
"Mathematics, Machine Learning, Pandas",Data Scientist
"Docker, C++, TensorFlow, Git, Python",Machine Learning Engineer
"Python, Kubernetes, MLOps, Docker, CI/CD",Machine Learning Engineer
"Process Modeling, Excel, Visio, Tableau",Business Analyst
"SQL, Machine Learning, NLP, TensorFlow, R, Pandas",Data Scientist
"Power BI, Stakeholder Management, Agile",Business Analyst
"Python, ETL, Git",Analytics Engineer
"SQL, Tableau, ETL, QlikSense",BI Analyst
"Mathematics, SQL, TensorFlow, PyTorch",Data Scientist
"Snowflake, Hadoop, AWS, NoSQL, GCP, ETL",Data Engineer
"Git, AWS SageMaker, Python, Scikit-learn, Kubernetes, TensorFlow",Machine Learning Engineer
"SQL, Hadoop, Python, Snowflake",Data Engineer
"Python, Git, ETL",Analytics Engineer
"Hadoop, ETL, AWS, SQL, Spark, Python",Data Engineer
"SQL, Airflow, Snowflake, NoSQL, Databricks",Data Engineer
"Power BI, Looker, SQL, DAX, Dashboarding, Data Warehousing",BI Analyst
"QlikSense, SQL, Data Warehousing",BI Analyst
"Data Warehousing, SQL, Looker, DAX, Power BI",BI Analyst
"NoSQL, Azure, AWS",Data Engineer
"ETL, Tableau, SQL, DAX, Excel",BI Analyst
"PyTorch, Computer Vision, Scikit-learn",Data Scientist
"SQL, Stakeholder Management, Visio, Tableau",Business Analyst
"SQL, Power BI, Stakeholder Management, Requirement Gathering, Process Modeling, Visio",Business Analyst
"Data Visualization, Tableau, Python",Data Analyst
"Stakeholder Management, Process Modeling, Jira",Business Analyst
"Stakeholder Management, Excel, Process Modeling, SQL, Agile, Power BI",Business Analyst
"Power BI, Tableau, SQL, Python, A/B Testing, Google Analytics",Data Analyst
"Pandas, Python, Mathematics, Scikit-learn",Data Scientist
"Scikit-learn, MLOps, Docker, Git, CI/CD, Python",Machine Learning Engineer
"Azure, AWS, NoSQL, Kafka, Airflow, Databricks",Data Engineer
"Python, Data Modeling, Data Pipeline, BigQuery",Analytics Engineer
"Kubernetes, C++, MLOps, Git, PyTorch, AWS SageMaker",Machine Learning Engineer
"Deep Learning, NLP, PyTorch, Mathematics, Python, R",Data Scientist
"Spark, Hadoop, Azure, Kafka, ETL, Python",Data Engineer
"R, Power BI, Statistics",Data Analyst
"Tableau, Power BI, Visio, Process Modeling, Jira, Stakeholder Management",Business Analyst
"Airflow, ETL, Data Modeling",Analytics Engineer
"Kubernetes, CI/CD, Python, Docker, AWS SageMaker, Scikit-learn",Machine Learning Engineer
"Docker, C++, Python, Scikit-learn, AWS SageMaker",Machine Learning Engineer
"Scikit-learn, C++, PyTorch, Python, TensorFlow, AWS SageMaker",Machine Learning Engineer
"PyTorch, Git, Docker",Machine Learning Engineer
"Tableau, Power BI, Jira, Visio, Stakeholder Management",Business Analyst
"Python, AWS SageMaker, C++",Machine Learning Engineer
"Statistics, R, A/B Testing, SQL",Data Analyst
"Databricks, Azure, GCP, Python, AWS, Kafka",Data Engineer
"SQL, NLP, Scikit-learn, Pandas, R",Data Scientist
"Kafka, Hadoop, Airflow, Python, Azure, ETL",Data Engineer
"Python, Scikit-learn, Docker, Git",Machine Learning Engineer
"Statistics, Tableau, Excel, Data Visualization",Data Analyst
"Data Modeling, Snowflake, Git",Analytics Engineer
"Deep Learning, R, Computer Vision, Mathematics, TensorFlow, Pandas",Data Scientist
"QlikSense, Looker, DAX, Data Warehousing",BI Analyst
"Snowflake, Airflow, SQL",Analytics Engineer
"DAX, ETL, Dashboarding, Data Warehousing",BI Analyst
"Agile, SQL, Stakeholder Management, Jira, Excel, Requirement Gathering",Business Analyst
"Python, Git, TensorFlow",Machine Learning Engineer
"R, Excel, Statistics, SQL, Google Analytics, Tableau",Data Analyst
"PyTorch, Kubernetes, Scikit-learn, TensorFlow, Docker, CI/CD",Machine Learning Engineer
"ETL, Dashboarding, Tableau, DAX, SQL",BI Analyst
"Kafka, AWS, Databricks",Data Engineer
"Python, C++, CI/CD, AWS SageMaker",Machine Learning Engineer
"Tableau, Data Warehousing, QlikSense, SQL",BI Analyst
"Process Modeling, Visio, SQL, Tableau",Business Analyst
"Power BI, Statistics, Data Visualization, Python, SQL, Excel",Data Analyst
"Agile, Stakeholder Management, Jira, Tableau, SQL, Process Modeling",Business Analyst
"DAX, Looker, Tableau, Dashboarding",BI Analyst
"Python, Pandas, PyTorch, Computer Vision",Data Scientist
"Python, R, NLP, Mathematics",Data Scientist
"Python, Statistics, Power BI, Data Visualization, Tableau",Data Analyst
"Python, Databricks, Hadoop",Data Engineer
"Data Visualization, Statistics, SQL",Data Analyst
"QlikSense, Excel, DAX, Dashboarding, Power BI, ETL",BI Analyst
"Data Pipeline, SQL, dbt",Analytics Engineer
"Visio, Jira, Tableau, Agile",Business Analyst
"PyTorch, Python, TensorFlow",Machine Learning Engineer
"AWS, Azure, Spark, GCP, NoSQL",Data Engineer
"ETL, Python, Snowflake, dbt",Analytics Engineer
"AWS SageMaker, C++, PyTorch",Machine Learning Engineer
"ETL, Spark, GCP, Databricks, NoSQL",Data Engineer
"Power BI, Data Visualization, Excel, A/B Testing, Google Analytics, R",Data Analyst
"MLOps, TensorFlow, C++, Docker, Scikit-learn",Machine Learning Engineer
"AWS SageMaker, C++, Kubernetes",Machine Learning Engineer
"C++, Python, Scikit-learn, MLOps, Docker",Machine Learning Engineer
"dbt, Airflow, Git, BigQuery, SQL",Analytics Engineer
"SQL, Visio, Power BI, Stakeholder Management, Tableau",Business Analyst
"Looker, Power BI, DAX",BI Analyst
"Python, SQL, Statistics, Power BI, Excel",Data Analyst
"Data Modeling, Python, Data Pipeline, Airflow",Analytics Engineer
"Power BI, Jira, Process Modeling, Excel, Visio",Business Analyst
"AWS SageMaker, Docker, TensorFlow",Machine Learning Engineer
"Python, Databricks, ETL, Snowflake, AWS, Kafka",Data Engineer
"ETL, Databricks, Kafka, Azure",Data Engineer
"NLP, Computer Vision, TensorFlow, PyTorch, Mathematics, R",Data Scientist
"ETL, BigQuery, dbt, Snowflake",Analytics Engineer
"Machine Learning, SQL, Deep Learning, PyTorch",Data Scientist
"Data Visualization, Python, Tableau",Data Analyst
"Data Pipeline, BigQuery, Snowflake",Analytics Engineer
"Process Modeling, Visio, Agile, Stakeholder Management, Jira",Business Analyst
"Jira, Excel, Agile, Stakeholder Management, Requirement Gathering, Process Modeling",Business Analyst
"CI/CD, AWS SageMaker, Kubernetes",Machine Learning Engineer
"Git, TensorFlow, Scikit-learn, C++, Docker",Machine Learning Engineer
"Stakeholder Management, Agile, Power BI, Process Modeling, Jira",Business Analyst
"SQL, Kafka, Python, Airflow, ETL, Databricks",Data Engineer
"Looker, Tableau, QlikSense, Dashboarding, Power BI, SQL",BI Analyst
"A/B Testing, Excel, Tableau, Python, Google Analytics",Data Analyst
"ETL, Airflow, Git, SQL, Python, Data Modeling",Analytics Engineer
"Requirement Gathering, SQL, Jira, Stakeholder Management, Process Modeling",Business Analyst
"dbt, SQL, Airflow, Python, Data Pipeline",Analytics Engineer
"Statistics, A/B Testing, Excel, SQL",Data Analyst
"Tableau, Power BI, Excel, Statistics, SQL, A/B Testing",Data Analyst
"Excel, Google Analytics, Data Visualization, SQL, R, Tableau",Data Analyst
"Python, Data Pipeline, Airflow, Snowflake",Analytics Engineer
"Requirement Gathering, Process Modeling, Excel",Business Analyst
"Data Pipeline, Data Modeling, Snowflake, SQL, BigQuery, Python",Analytics Engineer
"Kafka, SQL, Databricks, Snowflake",Data Engineer
"Process Modeling, Tableau, SQL, Agile",Business Analyst
"Dashboarding, Tableau, ETL, Looker, SQL, Power BI",BI Analyst
"dbt, ETL, SQL, Snowflake, Data Pipeline, Git",Analytics Engineer
"Docker, Python, Git",Machine Learning Engineer
"Machine Learning, SQL, Mathematics, Deep Learning, Python",Data Scientist
"SQL, Python, Deep Learning, Mathematics, Scikit-learn",Data Scientist
"Git, MLOps, TensorFlow",Machine Learning Engineer
"PyTorch, SQL, Scikit-learn, NLP, Mathematics, TensorFlow",Data Scientist
"Airflow, dbt, SQL, Data Modeling",Analytics Engineer
"Data Warehousing, QlikSense, Excel, SQL, Power BI, DAX",BI Analyst
"Docker, AWS SageMaker, Python, PyTorch",Machine Learning Engineer
"BigQuery, Airflow, Snowflake, ETL, SQL",Analytics Engineer
"Python, dbt, Snowflake, ETL, Data Pipeline",Analytics Engineer
"A/B Testing, Python, Statistics, Google Analytics, SQL",Data Analyst
"Statistics, Power BI, Tableau",Data Analyst
"Stakeholder Management, Process Modeling, Jira, SQL, Tableau, Power BI",Business Analyst
"Python, CI/CD, Git, AWS SageMaker, MLOps",Machine Learning Engineer
"Python, C++, Docker",Machine Learning Engineer
"Python, Airflow, dbt",Analytics Engineer
"Excel, SQL, Tableau",Data Analyst
"MLOps, C++, Docker, Scikit-learn, TensorFlow, PyTorch",Machine Learning Engineer
"R, Python, Google Analytics, Power BI",Data Analyst
"Agile, Tableau, Process Modeling, Excel",Business Analyst
"Git, Docker, TensorFlow, Kubernetes, AWS SageMaker, CI/CD",Machine Learning Engineer
"R, PyTorch, TensorFlow",Data Scientist
"Spark, AWS, Databricks, Hadoop",Data Engineer
"Stakeholder Management, SQL, Requirement Gathering, Tableau, Visio, Jira",Business Analyst
"Deep Learning, Machine Learning, Computer Vision, TensorFlow",Data Scientist
"Tableau, Data Warehousing, DAX, ETL, Looker, Dashboarding",BI Analyst
"Kubernetes, C++, Docker, MLOps, Git",Machine Learning Engineer
"Python, Mathematics, NLP, TensorFlow, Deep Learning, SQL",Data Scientist
"NoSQL, Hadoop, Airflow",Data Engineer
"Tableau, Process Modeling, Power BI, Visio",Business Analyst
"SQL, Snowflake, ETL, NoSQL",Data Engineer
"Spark, ETL, Azure",Data Engineer
"TensorFlow, MLOps, Git, Scikit-learn",Machine Learning Engineer
"TensorFlow, R, SQL",Data Scientist
"Azure, Airflow, Python",Data Engineer
"Python, GCP, Kafka, NoSQL, Hadoop",Data Engineer
"Python, Pandas, NLP, R",Data Scientist
"Snowflake, Python, Git",Analytics Engineer
"Excel, Statistics, Data Visualization, Tableau, Google Analytics, R",Data Analyst
"BigQuery, Python, dbt, Airflow, Data Modeling, Snowflake",Analytics Engineer
"Statistics, Excel, Power BI, R, A/B Testing",Data Analyst
"Computer Vision, Pandas, Machine Learning",Data Scientist
"CI/CD, Kubernetes, MLOps, TensorFlow, Python",Machine Learning Engineer
"Power BI, Excel, Process Modeling, Tableau, Requirement Gathering",Business Analyst
"ETL, Tableau, Excel, Dashboarding",BI Analyst
"PyTorch, Git, Kubernetes, Scikit-learn",Machine Learning Engineer
"AWS, Airflow, GCP, Python, ETL, Databricks",Data Engineer
"Excel, SQL, Stakeholder Management",Business Analyst
"SQL, Snowflake, Python, BigQuery, Data Modeling, dbt",Analytics Engineer
"Excel, Jira, Visio, Stakeholder Management",Business Analyst
"TensorFlow, Pandas, SQL, Mathematics, Deep Learning",Data Scientist
"Mathematics, PyTorch, Scikit-learn, Deep Learning, SQL, TensorFlow",Data Scientist
"Docker, Scikit-learn, Python",Machine Learning Engineer
"Git, MLOps, AWS SageMaker, C++, CI/CD",Machine Learning Engineer
"Spark, AWS, Snowflake, Azure",Data Engineer
"Looker, Excel, ETL",BI Analyst
"C++, AWS SageMaker, Git, MLOps, Scikit-learn, TensorFlow",Machine Learning Engineer
"MLOps, Git, CI/CD",Machine Learning Engineer
"C++, CI/CD, PyTorch",Machine Learning Engineer
"Airflow, GCP, Snowflake",Data Engineer
"Data Pipeline, Git, Data Modeling, Snowflake",Analytics Engineer
"dbt, Data Pipeline, Git, Snowflake",Analytics Engineer
"Power BI, Data Visualization, A/B Testing, Excel",Data Analyst
"Agile, Tableau, Stakeholder Management, Process Modeling, Power BI",Business Analyst
"Excel, Stakeholder Management, Process Modeling, Power BI, Visio, Agile",Business Analyst
"Azure, Spark, GCP, AWS, Airflow, Python",Data Engineer
"Data Warehousing, Power BI, Dashboarding, Tableau, SQL, DAX",BI Analyst
"ETL, Power BI, Excel, QlikSense",BI Analyst
"Python, R, Google Analytics, Power BI, A/B Testing, Data Visualization",Data Analyst
"MLOps, Scikit-learn, CI/CD, Python, AWS SageMaker, C++",Machine Learning Engineer
"SQL, Data Pipeline, Data Modeling, Airflow, Python",Analytics Engineer
"PyTorch, Python, MLOps, CI/CD, Scikit-learn",Machine Learning Engineer
"Spark, Kafka, Databricks, Azure, Python, SQL",Data Engineer
"A/B Testing, Tableau, Excel, SQL, Data Visualization, Python",Data Analyst
"GCP, Python, Kafka, ETL, Airflow, Databricks",Data Engineer
"Data Pipeline, BigQuery, SQL, Snowflake, ETL",Analytics Engineer
"NLP, R, TensorFlow, Computer Vision",Data Scientist
"Data Visualization, Google Analytics, A/B Testing, Excel, Statistics",Data Analyst
"Deep Learning, SQL, Scikit-learn, Machine Learning, TensorFlow, PyTorch",Data Scientist
"Python, Git, CI/CD",Machine Learning Engineer
"Dashboarding, Excel, QlikSense, ETL, SQL",BI Analyst
"Kubernetes, Scikit-learn, Git, Docker",Machine Learning Engineer
"SQL, Statistics, Tableau, R",Data Analyst
"Excel, Power BI, Dashboarding",BI Analyst
"Deep Learning, Pandas, PyTorch",Data Scientist
"SQL, ETL, Data Warehousing, DAX, QlikSense",BI Analyst
"Requirement Gathering, Process Modeling, Power BI",Business Analyst
"AWS SageMaker, CI/CD, Docker",Machine Learning Engineer
"Python, NoSQL, Hadoop",Data Engineer
"SQL, Python, R, Data Visualization, Excel",Data Analyst
"QlikSense, Excel, Power BI, Data Warehousing",BI Analyst
"Hadoop, Snowflake, Kafka, Python, Databricks, Spark",Data Engineer
"SQL, Airflow, Snowflake, Python",Data Engineer
"QlikSense, Tableau, DAX, Excel",BI Analyst
"Google Analytics, Data Visualization, R, Excel",Data Analyst
"Process Modeling, Tableau, Visio",Business Analyst
"Deep Learning, Machine Learning, Python, SQL, TensorFlow",Data Scientist
"Statistics, Excel, A/B Testing",Data Analyst
"Statistics, R, Tableau, Python",Data Analyst
"Jira, Requirement Gathering, Agile",Business Analyst
"Tableau, Power BI, Stakeholder Management, Jira, Requirement Gathering, Visio",Business Analyst
"R, Mathematics, NLP, SQL, PyTorch, Pandas",Data Scientist
"Excel, ETL, Power BI, DAX, Dashboarding, SQL",BI Analyst
"Excel, Data Warehousing, DAX, QlikSense, ETL, Dashboarding",BI Analyst
"Looker, SQL, Power BI",BI Analyst
"PyTorch, Scikit-learn, Docker, Git",Machine Learning Engineer
"Tableau, DAX, Excel",BI Analyst
"GCP, Kafka, Python, Airflow",Data Engineer
"Python, Excel, R, SQL, Tableau",Data Analyst
"dbt, Data Pipeline, Airflow, ETL",Analytics Engineer
"Visio, SQL, Requirement Gathering, Process Modeling, Jira",Business Analyst
"SQL, QlikSense, DAX, ETL, Looker",BI Analyst
"SQL, QlikSense, Tableau, Data Warehousing",BI Analyst
"Process Modeling, Power BI, Excel, Agile, Tableau, SQL",Business Analyst
"SQL, Visio, Stakeholder Management, Jira, Power BI, Excel",Business Analyst
"SQL, Scikit-learn, PyTorch, TensorFlow, Mathematics, Python",Data Scientist
"Power BI, SQL, Requirement Gathering, Agile",Business Analyst
"QlikSense, Looker, Power BI, DAX, Tableau, Excel",BI Analyst
"Data Modeling, ETL, Snowflake, Python",Analytics Engineer
"Data Pipeline, Data Modeling, Airflow, Python",Analytics Engineer
"Jira, Agile, Power BI, Excel, SQL",Business Analyst
"Data Warehousing, Dashboarding, DAX, Excel",BI Analyst
"R, PyTorch, Deep Learning",Data Scientist
"Spark, Snowflake, Databricks",Data Engineer
"ETL, SQL, Looker, Tableau",BI Analyst
"Data Warehousing, Dashboarding, ETL, Looker, Power BI",BI Analyst
"R, Mathematics, SQL, NLP, Computer Vision, Deep Learning",Data Scientist
"SQL, Data Modeling, Git",Analytics Engineer
"Python, MLOps, TensorFlow, CI/CD, Kubernetes, AWS SageMaker",Machine Learning Engineer
"Azure, Python, Kafka, NoSQL, GCP",Data Engineer
"Data Pipeline, Python, ETL, Airflow",Analytics Engineer
"Excel, Power BI, Process Modeling",Business Analyst
"TensorFlow, AWS SageMaker, CI/CD, Git, Python",Machine Learning Engineer
"SQL, QlikSense, Tableau, ETL",BI Analyst
"Kubernetes, MLOps, PyTorch, Scikit-learn, CI/CD, AWS SageMaker",Machine Learning Engineer
"Snowflake, Airflow, GCP, Azure, Databricks",Data Engineer
"Looker, Data Warehousing, ETL, Power BI, DAX",BI Analyst
"Tableau, Excel, R, Python",Data Analyst
"Excel, SQL, Google Analytics, Python, Power BI, Tableau",Data Analyst
"Data Warehousing, Tableau, Power BI, DAX",BI Analyst
"Python, Git, TensorFlow",Machine Learning Engineer
"Statistics, SQL, R, A/B Testing",Data Analyst
"C++, TensorFlow, MLOps, PyTorch, Git",Machine Learning Engineer
"Stakeholder Management, Agile, Visio, Jira",Business Analyst
"Statistics, Excel, Data Visualization, Power BI, SQL",Data Analyst
"Git, Python, PyTorch, TensorFlow",Machine Learning Engineer
"Tableau, Excel, Python, Power BI, Google Analytics",Data Analyst
"Python, dbt, Data Pipeline, BigQuery",Analytics Engineer
"PyTorch, TensorFlow, Machine Learning, Deep Learning",Data Scientist
"Process Modeling, Power BI, Tableau, Visio, SQL",Business Analyst
"SQL, Looker, DAX, Tableau, ETL, Power BI",BI Analyst
"Git, CI/CD, MLOps, Python, Docker",Machine Learning Engineer
"BigQuery, ETL, Airflow, dbt, Data Modeling",Analytics Engineer
"Python, PyTorch, Scikit-learn, Pandas, SQL",Data Scientist
"Azure, Kafka, Hadoop",Data Engineer
"SQL, Looker, Data Warehousing",BI Analyst
"Docker, Scikit-learn, Git, MLOps, PyTorch, C++",Machine Learning Engineer
"Power BI, Data Warehousing, Dashboarding, SQL, Looker",BI Analyst
"Tableau, Excel, Power BI",Data Analyst
"Data Visualization, Excel, SQL, Statistics, A/B Testing",Data Analyst
"MLOps, C++, Scikit-learn",Machine Learning Engineer
"DAX, Data Warehousing, Excel, SQL",BI Analyst
"ETL, Databricks, Python, Snowflake",Data Engineer
"QlikSense, Tableau, ETL",BI Analyst
"R, A/B Testing, Tableau",Data Analyst
"A/B Testing, R, Python, Google Analytics, Excel, Data Visualization",Data Analyst
"Agile, Visio, Requirement Gathering, Power BI",Business Analyst
"Jira, Requirement Gathering, Power BI, SQL, Agile, Visio",Business Analyst
"C++, Python, TensorFlow, CI/CD, Kubernetes, MLOps",Machine Learning Engineer
"SQL, Data Warehousing, QlikSense, DAX",BI Analyst
"Snowflake, BigQuery, ETL, Git, Python, Airflow",Analytics Engineer
"Tableau, Stakeholder Management, Process Modeling, Requirement Gathering",Business Analyst
"SQL, Data Warehousing, ETL, DAX",BI Analyst
"Snowflake, ETL, dbt",Analytics Engineer
"NLP, TensorFlow, Pandas, Python, Deep Learning",Data Scientist
"Python, Tableau, Power BI, Data Visualization, Google Analytics, Statistics",Data Analyst
"TensorFlow, PyTorch, Git",Machine Learning Engineer
"SQL, Power BI, Excel, Requirement Gathering, Process Modeling, Visio",Business Analyst
"Data Visualization, Google Analytics, Statistics, Tableau",Data Analyst
"Tableau, Agile, Stakeholder Management",Business Analyst
